Airport_Code,Airport_Name,Late_Aircraft,Delays_NAS,Delays_Security,Delays_Weather,Flights_Cancelled,Flights_Delayed,Flights_Diverted,Flights_OnTime
JFK,"New York, NY: John F. Kennedy International",358,845,14,56,41,1604,30,5603
LAS,"Las Vegas, NV: McCarran International",912,747,5,50,67,2313,14,10883
LAX,"Los Angeles, CA: Los Angeles International",842,1224,8,96,173,2976,15,16181
LGA,"New York, NY: LaGuardia",511,1736,6,175,299,2787,44,7572
MCO,"Orlando, FL: Orlando International",565,634,3,74,17,1712,3,7159
MDW,"Chicago, IL: Chicago Midway International",643,848,2,100,52,1847,23,5807
MIA,"Miami, FL: Miami International",257,420,4,30,41,974,21,4547
MSP,"Minneapolis, MN: Minneapolis-St Paul International",525,1036,5,137,217,2209,46,9994
ORD,"Chicago, IL: Chicago O'Hare International",2759,6883,1,215,1968,10964,236,19588
PDX,"Portland, OR: Portland International",291,251,2,22,36,781,1,3897
PHL,"Philadelphia, PA: Philadelphia International",512,1425,2,88,169,2405,35,7074
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",757,652,11,53,153,2020,21,12077
SAN,"San Diego, CA: San Diego International",413,368,6,31,40,1180,10,6014
SEA,"Seattle, WA: Seattle/Tacoma International",628,678,12,38,78,1845,11,7392
SFO,"San Francisco, CA: San Francisco International",441,1314,1,64,86,2274,11,8786
SLC,"Salt Lake City, UT: Salt Lake City International",336,624,22,66,114,1684,5,9856
TPA,"Tampa, FL: Tampa International",444,349,2,33,12,1099,3,4723
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2070,7274,11,695,598,11719,134,21845
BOS,"Boston, MA: Logan International",794,1053,8,119,241,2491,17,8527
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",829,619,10,108,46,1994,13,6829
CLT,"Charlotte, NC: Charlotte Douglas International",597,668,1,67,77,1724,37,6816
DCA,"Washington, DC: Ronald Reagan Washington National",385,669,1,145,161,1612,31,5811
DEN,"Denver, CO: Denver International",726,1259,7,141,113,3101,16,10173
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2243,3381,19,729,642,7857,284,19643
DTW,"Detroit, MI: Detroit Metro Wayne County",670,1055,9,164,232,2559,20,9522
EWR,"Newark, NJ: Newark Liberty International",947,1813,11,127,275,3383,50,9427
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",489,382,4,70,14,1267,7,3830
IAD,"Washington, DC: Washington Dulles International",849,670,5,70,178,1956,27,6894
IAH,"Houston, TX: George Bush Intercontinental/Houston",1456,2870,22,279,291,5368,272,10921
JFK,"New York, NY: John F. Kennedy International",472,709,11,90,61,1697,19,5787
LAS,"Las Vegas, NV: McCarran International",1343,1214,21,69,102,3500,15,9472
LAX,"Los Angeles, CA: Los Angeles International",1217,1614,21,126,152,4192,15,14881
LGA,"New York, NY: LaGuardia",603,1212,5,154,305,2397,64,7972
MCO,"Orlando, FL: Orlando International",812,818,6,106,23,2309,31,6472
MDW,"Chicago, IL: Chicago Midway International",763,892,11,109,40,2036,6,5685
MIA,"Miami, FL: Miami International",382,554,2,60,39,1346,11,3938
MSP,"Minneapolis, MN: Minneapolis-St Paul International",650,1150,14,147,132,2674,41,9746
ORD,"Chicago, IL: Chicago O'Hare International",2422,5016,7,244,849,8959,37,21453
PDX,"Portland, OR: Portland International",426,306,6,34,35,1054,4,3668
PHL,"Philadelphia, PA: Philadelphia International",683,1347,4,94,217,2576,35,7070
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1134,986,22,80,145,3079,12,10728
SAN,"San Diego, CA: San Diego International",624,467,9,44,29,1614,4,5485
SEA,"Seattle, WA: Seattle/Tacoma International",915,799,13,54,108,2477,9,7253
SFO,"San Francisco, CA: San Francisco International",630,1318,7,81,120,2650,4,8283
SLC,"Salt Lake City, UT: Salt Lake City International",510,836,17,98,101,2202,26,9473
TPA,"Tampa, FL: Tampa International",550,499,1,62,11,1419,30,4246
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1811,5038,9,491,475,9202,101,26116
BOS,"Boston, MA: Logan International",815,1481,8,177,378,3114,15,8429
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",839,705,6,124,90,2109,50,6933
CLT,"Charlotte, NC: Charlotte Douglas International",550,477,0,58,104,1467,10,7190
DCA,"Washington, DC: Ronald Reagan Washington National",427,761,2,130,257,1785,39,5769
DEN,"Denver, CO: Denver International",744,962,7,132,102,2737,67,11073
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1621,1756,13,257,561,4962,138,23856
DTW,"Detroit, MI: Detroit Metro Wayne County",646,908,5,133,216,2369,10,10141
EWR,"Newark, NJ: Newark Liberty International",979,2474,12,160,629,4151,92,8924
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",489,456,0,37,18,1335,20,3810
IAD,"Washington, DC: Washington Dulles International",1186,1233,1,74,384,2914,44,8536
IAH,"Houston, TX: George Bush Intercontinental/Houston",946,1377,24,114,100,2993,88,14297
JFK,"New York, NY: John F. Kennedy International",598,1144,17,163,90,2469,23,5726
LAS,"Las Vegas, NV: McCarran International",1279,879,19,53,88,3065,13,10273
LAX,"Los Angeles, CA: Los Angeles International",1233,1245,21,117,194,3849,12,16285
LGA,"New York, NY: LaGuardia",566,1785,1,192,619,2993,61,7225
MCO,"Orlando, FL: Orlando International",804,786,7,97,38,2307,24,6903
MDW,"Chicago, IL: Chicago Midway International",825,812,7,93,77,2031,18,5801
MIA,"Miami, FL: Miami International",392,577,9,68,37,1425,11,4035
MSP,"Minneapolis, MN: Minneapolis-St Paul International",662,986,11,93,174,2434,40,10379
ORD,"Chicago, IL: Chicago O'Hare International",2095,4304,6,170,1037,7917,110,22767
PDX,"Portland, OR: Portland International",406,210,6,23,33,941,1,4006
PHL,"Philadelphia, PA: Philadelphia International",656,1604,1,133,323,2866,86,7228
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1039,786,20,68,137,2732,8,11311
SAN,"San Diego, CA: San Diego International",633,362,4,25,41,1584,6,5786
SEA,"Seattle, WA: Seattle/Tacoma International",927,542,12,39,56,2234,5,8075
SFO,"San Francisco, CA: San Francisco International",610,1103,6,62,120,2483,4,8869
SLC,"Salt Lake City, UT: Salt Lake City International",437,512,21,82,71,1756,7,10312
TPA,"Tampa, FL: Tampa International",562,400,3,41,19,1324,13,4529
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1443,4442,12,411,570,7672,64,28055
BOS,"Boston, MA: Logan International",793,1041,4,152,320,2575,13,9145
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",725,572,10,104,100,1812,25,7308
CLT,"Charlotte, NC: Charlotte Douglas International",516,444,0,55,156,1394,13,7259
DCA,"Washington, DC: Ronald Reagan Washington National",318,569,1,126,258,1414,28,6340
DEN,"Denver, CO: Denver International",608,838,5,114,110,2320,31,11610
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1795,1984,12,469,596,5497,59,23509
DTW,"Detroit, MI: Detroit Metro Wayne County",549,701,3,142,183,1860,20,10742
EWR,"Newark, NJ: Newark Liberty International",840,2060,6,139,421,3474,42,10124
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",473,492,9,52,41,1383,18,3805
IAD,"Washington, DC: Washington Dulles International",1191,1411,1,88,432,3069,54,9991
IAH,"Houston, TX: George Bush Intercontinental/Houston",674,1072,15,90,120,2322,42,15007
JFK,"New York, NY: John F. Kennedy International",717,973,18,133,145,2371,44,6106
LAS,"Las Vegas, NV: McCarran International",1362,1001,22,67,88,3283,16,10127
LAX,"Los Angeles, CA: Los Angeles International",1221,1491,16,135,171,3981,9,16350
LGA,"New York, NY: LaGuardia",487,1203,2,177,474,2340,52,7988
MCO,"Orlando, FL: Orlando International",700,824,8,105,406,2198,38,6714
MDW,"Chicago, IL: Chicago Midway International",656,668,8,85,85,1647,13,6330
MIA,"Miami, FL: Miami International",344,591,5,72,119,1393,21,3972
MSP,"Minneapolis, MN: Minneapolis-St Paul International",484,974,6,96,128,2096,15,10890
ORD,"Chicago, IL: Chicago O'Hare International",1987,3583,10,252,907,7092,43,24356
PDX,"Portland, OR: Portland International",420,289,2,26,26,1035,1,3936
PHL,"Philadelphia, PA: Philadelphia International",680,1449,1,146,282,2741,54,7569
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1098,1103,19,85,134,3081,47,11029
SAN,"San Diego, CA: San Diego International",704,399,12,45,30,1643,5,5852
SEA,"Seattle, WA: Seattle/Tacoma International",970,771,8,46,75,2441,7,7885
SFO,"San Francisco, CA: San Francisco International",523,1395,7,97,117,2717,7,8611
SLC,"Salt Lake City, UT: Salt Lake City International",430,575,14,76,89,1668,9,10373
TPA,"Tampa, FL: Tampa International",514,429,1,40,215,1279,38,4349
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",944,5019,15,362,2164,7430,178,24842
BOS,"Boston, MA: Logan International",423,627,5,71,357,1510,5,9185
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",385,304,5,41,250,1012,4,7449
CLT,"Charlotte, NC: Charlotte Douglas International",304,399,0,17,314,943,1,7457
DCA,"Washington, DC: Ronald Reagan Washington National",243,376,1,51,270,1002,16,6583
DEN,"Denver, CO: Denver International",261,299,8,23,149,1023,6,11526
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",588,640,8,89,581,2001,83,25359
DTW,"Detroit, MI: Detroit Metro Wayne County",327,468,3,66,185,1234,20,10313
EWR,"Newark, NJ: Newark Liberty International",433,2129,6,104,463,2939,25,9094
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",201,399,4,16,762,825,13,3275
IAD,"Washington, DC: Washington Dulles International",879,1339,5,41,445,2513,26,11011
IAH,"Houston, TX: George Bush Intercontinental/Houston",304,417,12,23,273,1035,11,14798
JFK,"New York, NY: John F. Kennedy International",272,586,19,87,304,1364,10,6170
LAS,"Las Vegas, NV: McCarran International",716,595,14,34,156,1873,37,10990
LAX,"Los Angeles, CA: Los Angeles International",648,773,22,46,316,2219,74,16535
LGA,"New York, NY: LaGuardia",313,1210,1,114,459,1996,28,7728
MCO,"Orlando, FL: Orlando International",321,445,4,55,1460,1167,3,5706
MDW,"Chicago, IL: Chicago Midway International",313,238,9,10,133,718,3,6576
MIA,"Miami, FL: Miami International",153,328,1,28,709,709,4,3521
MSP,"Minneapolis, MN: Minneapolis-St Paul International",247,585,6,49,142,1257,18,10027
ORD,"Chicago, IL: Chicago O'Hare International",796,968,14,57,539,2528,19,27065
PDX,"Portland, OR: Portland International",239,148,4,10,41,620,6,3886
PHL,"Philadelphia, PA: Philadelphia International",417,1071,3,37,419,1853,24,8000
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",569,498,21,31,187,1601,23,11951
SAN,"San Diego, CA: San Diego International",329,230,6,27,81,885,31,6090
SEA,"Seattle, WA: Seattle/Tacoma International",512,515,13,33,75,1449,12,7649
SFO,"San Francisco, CA: San Francisco International",291,660,14,24,155,1370,6,9146
SLC,"Salt Lake City, UT: Salt Lake City International",270,329,13,46,132,1150,3,10264
TPA,"Tampa, FL: Tampa International",254,203,5,25,616,695,21,4049
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1445,5822,11,500,420,9034,17,26252
BOS,"Boston, MA: Logan International",475,916,5,57,151,1911,15,9481
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",481,297,2,25,51,1132,3,7952
CLT,"Charlotte, NC: Charlotte Douglas International",363,472,1,33,77,1183,15,8122
DCA,"Washington, DC: Ronald Reagan Washington National",279,375,2,63,90,1077,7,7040
DEN,"Denver, CO: Denver International",405,517,1,38,111,1502,3,11483
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1456,2159,12,397,471,4965,83,23427
DTW,"Detroit, MI: Detroit Metro Wayne County",449,819,8,68,97,1773,14,10479
EWR,"Newark, NJ: Newark Liberty International",547,1779,6,67,154,2720,15,10621
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",235,289,1,22,6,784,19,4954
IAD,"Washington, DC: Washington Dulles International",1212,1218,3,42,333,2731,15,11687
IAH,"Houston, TX: George Bush Intercontinental/Houston",506,874,9,47,68,1797,22,14942
JFK,"New York, NY: John F. Kennedy International",246,605,12,81,56,1343,4,6731
LAS,"Las Vegas, NV: McCarran International",1116,1320,14,101,126,3205,11,10250
LAX,"Los Angeles, CA: Los Angeles International",1041,1669,15,130,219,3793,18,15712
LGA,"New York, NY: LaGuardia",359,1101,7,103,127,1962,15,8653
MCO,"Orlando, FL: Orlando International",380,330,6,43,19,1167,1,8140
MDW,"Chicago, IL: Chicago Midway International",485,366,6,12,34,1065,5,6643
MIA,"Miami, FL: Miami International",161,229,2,18,32,641,1,4570
MSP,"Minneapolis, MN: Minneapolis-St Paul International",371,987,4,49,85,1877,17,9980
ORD,"Chicago, IL: Chicago O'Hare International",1509,2754,5,98,442,5183,19,25100
PDX,"Portland, OR: Portland International",362,177,4,20,33,815,10,3736
PHL,"Philadelphia, PA: Philadelphia International",606,1549,1,48,149,2592,36,8541
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",995,1422,22,63,114,3210,18,11109
SAN,"San Diego, CA: San Diego International",577,633,5,32,68,1676,24,5556
SEA,"Seattle, WA: Seattle/Tacoma International",609,429,4,31,100,1474,6,7515
SFO,"San Francisco, CA: San Francisco International",501,1510,3,52,180,2601,12,8179
SLC,"Salt Lake City, UT: Salt Lake City International",412,431,8,65,153,1531,1,10066
TPA,"Tampa, FL: Tampa International",313,202,5,16,8,789,3,5061
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1596,6664,21,495,583,10182,54,23387
BOS,"Boston, MA: Logan International",539,900,7,63,182,1965,7,8593
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",604,299,6,27,51,1314,2,7222
CLT,"Charlotte, NC: Charlotte Douglas International",533,553,0,39,69,1503,7,7625
DCA,"Washington, DC: Ronald Reagan Washington National",410,375,3,63,86,1188,9,6446
DEN,"Denver, CO: Denver International",448,600,5,100,124,1786,12,10179
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1611,2450,17,348,520,5449,68,21461
DTW,"Detroit, MI: Detroit Metro Wayne County",448,794,9,71,97,1802,5,10070
EWR,"Newark, NJ: Newark Liberty International",779,2198,12,104,127,3507,21,9297
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",347,310,11,23,7,997,5,4769
IAD,"Washington, DC: Washington Dulles International",1048,1001,6,42,175,2410,9,10782
IAH,"Houston, TX: George Bush Intercontinental/Houston",853,2205,14,159,270,3795,146,12368
JFK,"New York, NY: John F. Kennedy International",273,623,19,75,35,1345,5,6424
LAS,"Las Vegas, NV: McCarran International",1059,1057,15,117,107,2871,25,10180
LAX,"Los Angeles, CA: Los Angeles International",886,883,10,77,157,2756,24,16060
LGA,"New York, NY: LaGuardia",474,1364,7,137,148,2374,27,7988
MCO,"Orlando, FL: Orlando International",502,440,7,58,23,1448,2,8196
MDW,"Chicago, IL: Chicago Midway International",515,447,9,37,37,1223,21,5988
MIA,"Miami, FL: Miami International",234,293,3,39,27,811,3,4432
MSP,"Minneapolis, MN: Minneapolis-St Paul International",371,561,10,68,91,1417,11,9995
ORD,"Chicago, IL: Chicago O'Hare International",1221,4042,12,147,666,6246,29,21736
PDX,"Portland, OR: Portland International",358,163,3,41,76,831,21,3418
PHL,"Philadelphia, PA: Philadelphia International",732,1461,2,60,134,2697,23,8574
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1031,1051,21,69,116,2918,9,10897
SAN,"San Diego, CA: San Diego International",476,295,5,33,32,1199,6,5819
SEA,"Seattle, WA: Seattle/Tacoma International",754,493,5,43,136,1812,24,6439
SFO,"San Francisco, CA: San Francisco International",422,716,4,61,192,1691,8,8250
SLC,"Salt Lake City, UT: Salt Lake City International",390,431,16,93,154,1533,8,9532
TPA,"Tampa, FL: Tampa International",452,274,3,22,23,1073,6,5512
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1961,4886,25,473,921,9402,42,25088
BOS,"Boston, MA: Logan International",847,1023,9,115,488,2650,29,7822
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",903,502,17,59,125,1944,10,6892
CLT,"Charlotte, NC: Charlotte Douglas International",727,703,0,67,205,2106,8,7321
DCA,"Washington, DC: Ronald Reagan Washington National",616,530,7,96,273,1730,10,5940
DEN,"Denver, CO: Denver International",750,739,18,87,194,2737,9,10043
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1736,1973,31,416,559,5427,50,22086
DTW,"Detroit, MI: Detroit Metro Wayne County",730,1063,10,134,214,2695,4,9050
EWR,"Newark, NJ: Newark Liberty International",1044,2768,13,156,309,4478,37,8294
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",634,758,25,60,37,2070,5,4131
IAD,"Washington, DC: Washington Dulles International",1507,1104,9,61,446,3108,28,9430
IAH,"Houston, TX: George Bush Intercontinental/Houston",1101,1678,32,128,153,3610,31,13835
JFK,"New York, NY: John F. Kennedy International",816,846,29,143,191,2480,15,5521
LAS,"Las Vegas, NV: McCarran International",1524,1017,25,100,154,3632,12,9827
LAX,"Los Angeles, CA: Los Angeles International",1584,1672,20,162,391,4952,31,14430
LGA,"New York, NY: LaGuardia",677,1691,8,203,442,3181,33,7011
MCO,"Orlando, FL: Orlando International",811,833,27,91,110,2630,8,7405
MDW,"Chicago, IL: Chicago Midway International",789,524,15,36,100,1724,36,5689
MIA,"Miami, FL: Miami International",365,565,23,114,38,1596,2,3936
MSP,"Minneapolis, MN: Minneapolis-St Paul International",719,1208,22,119,167,2877,18,8818
ORD,"Chicago, IL: Chicago O'Hare International",2265,5048,22,290,994,9043,25,19296
PDX,"Portland, OR: Portland International",602,275,6,41,65,1347,13,3117
PHL,"Philadelphia, PA: Philadelphia International",1112,2054,5,122,391,3983,74,7364
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1459,1391,43,123,205,4066,9,10337
SAN,"San Diego, CA: San Diego International",756,501,12,54,161,1939,99,5131
SEA,"Seattle, WA: Seattle/Tacoma International",1097,678,16,78,166,2679,35,5831
SFO,"San Francisco, CA: San Francisco International",696,1524,8,133,339,3258,36,7002
SLC,"Salt Lake City, UT: Salt Lake City International",626,859,28,310,400,2881,9,8634
TPA,"Tampa, FL: Tampa International",687,471,12,48,51,1795,5,5160
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1577,4598,10,448,2418,8355,60,24215
BOS,"Boston, MA: Logan International",757,1413,4,141,1128,2947,32,6742
